HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
pub_384753	dblp:publishedIn	venue_2879	0.3176
pub_28384	dblp:inYear	year_45	0.4664
author_631943	dblp:wrote	pub_230162	0.2364
author_516447	dblp:wrote	pub_400367	0.1386
pub_251526	dblp:hasAuthor	author_209100	0.1872
author_611155	dblp:wrote	pub_152795	0.2283
author_587665	dblp:wrote	pub_48907	0.1837
author_150383	dblp:wrote	pub_180660	0.1867
pub_369387	dblp:hasAuthor	author_432	0.1835
author_140085	dblp:wrote	pub_398475	0.1941
author_417902	dblp:wrote	pub_247178	0.1897
pub_76679	dblp:inYear	year_32	0.3786
pub_484463	dblp:publishedIn	venue_253	0.3051
pub_428959	dblp:hasAuthor	author_457542	0.1397
author_465617	dblp:wrote	pub_386053	0.1482
author_227290	dblp:wrote	pub_16167	0.1547
author_267207	dblp:wrote	pub_106983	0.1494
pub_324018	dblp:publishedIn	venue_2169	0.2806
pub_71102	dblp:hasAuthor	author_404662	0.1725
author_175401	dblp:wrote	pub_235558	0.1876
pub_181970	dblp:publishedIn	venue_285	0.3178
pub_15438	dblp:inYear	year_21	0.4017
pub_247365	dblp:hasAuthor	author_444575	0.1348
pub_6560	dblp:hasAuthor	author_602909	0.1803
pub_164977	dblp:inYear	year_54	0.3965
pub_55122	dblp:hasAuthor	author_377107	0.1834
author_592589	dblp:wrote	pub_329500	0.1686
pub_141449	dblp:publishedIn	venue_2324	0.2721
author_418352	dblp:wrote	pub_78843	0.1711
pub_92872	dblp:publishedIn	venue_418	0.2577
pub_214504	dblp:hasAuthor	author_407304	0.2013
pub_18345	dblp:hasAuthor	author_427519	0.1221
author_41147	dblp:wrote	pub_378908	0.1745
pub_9566	dblp:inYear	year_51	0.3848
author_106244	dblp:wrote	pub_127126	0.1894
pub_220392	dblp:publishedIn	venue_425	0.3086
author_508710	dblp:wrote	pub_131694	0.1908
pub_14056	dblp:publishedIn	venue_3027	0.2701
pub_240178	dblp:publishedIn	venue_2617	0.3104
pub_295439	dblp:inYear	year_18	0.4308
pub_462090	dblp:inYear	year_4	0.4019
pub_388935	dblp:inYear	year_34	0.3621
pub_230090	dblp:publishedIn	venue_1770	0.3680
author_334124	dblp:wrote	pub_353576	0.1403
pub_118317	dblp:publishedIn	venue_683	0.3295
pub_33641	dblp:hasAuthor	author_68169	0.1765
pub_384786	dblp:publishedIn	venue_2706	0.2545
pub_344032	dblp:inYear	year_3	0.3779
author_238832	dblp:wrote	pub_114791	0.1482
pub_171489	dblp:publishedIn	venue_601	0.3084
author_448836	dblp:wrote	pub_279613	0.2523
pub_375571	dblp:hasAuthor	author_175809	0.1921
author_187311	dblp:wrote	pub_453097	0.1607
pub_426649	dblp:hasAuthor	author_640491	0.1489
author_16780	dblp:wrote	pub_210440	0.1877
pub_106239	dblp:publishedIn	venue_973	0.2595
pub_426180	dblp:inYear	year_17	0.4232
pub_412412	dblp:inYear	year_3	0.4023
pub_367170	dblp:inYear	year_48	0.4501
author_595956	dblp:wrote	pub_268010	0.1913
pub_59380	dblp:publishedIn	venue_2490	0.2868
author_564010	dblp:wrote	pub_51325	0.1756
pub_368387	dblp:inYear	year_61	0.4893
pub_237105	dblp:inYear	year_33	0.3810
pub_417201	dblp:publishedIn	venue_720	0.2610
pub_434866	dblp:inYear	year_4	0.4615
author_20116	dblp:wrote	pub_452915	0.2079
pub_71676	dblp:hasAuthor	author_96113	0.2018
pub_34048	dblp:publishedIn	venue_2998	0.3373
pub_138796	dblp:publishedIn	venue_2899	0.2626
pub_465482	dblp:publishedIn	venue_520	0.2640
pub_104125	dblp:hasAuthor	author_277305	0.1277
author_163814	dblp:wrote	pub_469191	0.1901
pub_385687	dblp:inYear	year_5	0.4395
author_531566	dblp:wrote	pub_170892	0.2125
pub_412119	dblp:inYear	year_45	0.4288
pub_480620	dblp:inYear	year_31	0.4044
pub_193754	dblp:publishedIn	venue_1048	0.3107
pub_395703	dblp:inYear	year_17	0.5139
pub_248827	dblp:inYear	year_60	0.4938
author_503690	dblp:wrote	pub_259648	0.1732
pub_442768	dblp:publishedIn	venue_1027	0.2620
author_440015	dblp:wrote	pub_273181	0.2194
pub_143127	dblp:publishedIn	venue_2464	0.2300
author_285384	dblp:wrote	pub_290638	0.2121
pub_188951	dblp:hasAuthor	author_525298	0.1494
pub_148732	dblp:hasAuthor	author_289059	0.1531
pub_341242	dblp:inYear	year_44	0.4312
pub_171406	dblp:hasAuthor	author_562232	0.2426
pub_195704	dblp:hasAuthor	author_452667	0.1389
author_566585	dblp:wrote	pub_223713	0.1862
author_181087	dblp:wrote	pub_92309	0.2282
pub_281070	dblp:hasAuthor	author_574959	0.1368
pub_450779	dblp:publishedIn	venue_1392	0.2970
pub_243593	dblp:inYear	year_29	0.4336
author_440320	dblp:wrote	pub_158712	0.1706
author_279632	dblp:wrote	pub_153076	0.1987
pub_486669	dblp:publishedIn	venue_1363	0.2685
pub_372456	dblp:hasAuthor	author_88489	0.1875
pub_464026	dblp:hasAuthor	author_16884	0.1516
pub_277951	dblp:publishedIn	venue_267	0.2687
pub_21919	dblp:publishedIn	venue_1767	0.3621
pub_131388	dblp:publishedIn	venue_1130	0.2618
pub_63302	dblp:inYear	year_46	0.3954
pub_93648	dblp:publishedIn	venue_2672	0.2932
pub_141296	dblp:hasAuthor	author_498699	0.2175
pub_286779	dblp:inYear	year_58	0.3834
pub_31396	dblp:publishedIn	venue_1689	0.3455
pub_226432	dblp:hasAuthor	author_390385	0.1862
pub_298544	dblp:publishedIn	venue_200	0.2396
pub_129708	dblp:inYear	year_59	0.3995
pub_237999	dblp:hasAuthor	author_519230	0.1723
author_541127	dblp:wrote	pub_367137	0.1818
author_793	dblp:wrote	pub_294927	0.1608
pub_303319	dblp:hasAuthor	author_841	0.1372
pub_50507	dblp:inYear	year_8	0.3589
pub_250191	dblp:inYear	year_32	0.4287
pub_61308	dblp:inYear	year_2	0.4002
pub_24890	dblp:hasAuthor	author_126554	0.1774
pub_25195	dblp:hasAuthor	author_104369	0.1657
pub_241026	dblp:hasAuthor	author_427871	0.1523
pub_470566	dblp:inYear	year_11	0.3578
author_203152	dblp:wrote	pub_162193	0.1515
pub_194630	dblp:publishedIn	venue_1021	0.3348
author_175137	dblp:wrote	pub_178103	0.1535
pub_172440	dblp:publishedIn	venue_2090	0.3311
pub_143381	dblp:hasAuthor	author_425469	0.1585
pub_450387	dblp:inYear	year_11	0.3967
pub_173291	dblp:inYear	year_8	0.5109
pub_333702	dblp:publishedIn	venue_1617	0.3314
author_114436	dblp:wrote	pub_454326	0.1746
pub_344014	dblp:publishedIn	venue_1767	0.2440
pub_217486	dblp:inYear	year_31	0.4446
pub_71578	dblp:publishedIn	venue_2853	0.2284
pub_304876	dblp:inYear	year_29	0.4272
pub_348303	dblp:hasAuthor	author_605083	0.1188
pub_50748	dblp:publishedIn	venue_143	0.3987
author_316357	dblp:wrote	pub_414917	0.1849
pub_51039	dblp:hasAuthor	author_86857	0.1579
author_389378	dblp:wrote	pub_275781	0.1699
pub_34448	dblp:hasAuthor	author_265776	0.1908
pub_288256	dblp:hasAuthor	author_409198	0.1865
pub_478335	dblp:publishedIn	venue_1022	0.2819
author_411329	dblp:wrote	pub_203204	0.1708
pub_122888	dblp:hasAuthor	author_598652	0.2073
author_556576	dblp:wrote	pub_124610	0.1665
author_326865	dblp:wrote	pub_176519	0.1839
pub_80683	dblp:publishedIn	venue_731	0.3225
author_599647	dblp:wrote	pub_10869	0.1693
author_84461	dblp:wrote	pub_279613	0.1812
pub_437179	dblp:inYear	year_51	0.4379
pub_382827	dblp:hasAuthor	author_149873	0.1806
pub_352858	dblp:publishedIn	venue_406	0.3124
pub_434802	dblp:hasAuthor	author_354535	0.1529
pub_12729	dblp:publishedIn	venue_2944	0.2605
pub_368506	dblp:publishedIn	venue_2550	0.2907
pub_432103	dblp:inYear	year_20	0.3576
author_568610	dblp:wrote	pub_378556	0.1770
pub_20178	dblp:inYear	year_41	0.4173
pub_350839	dblp:hasAuthor	author_404589	0.1499
pub_278140	dblp:hasAuthor	author_332482	0.1717
pub_327104	dblp:inYear	year_45	0.3878
pub_219646	dblp:hasAuthor	author_460784	0.1552
author_425768	dblp:wrote	pub_422315	0.1723
pub_131560	dblp:publishedIn	venue_2678	0.3273
pub_40338	dblp:publishedIn	venue_1646	0.2801
pub_475131	dblp:inYear	year_45	0.3404
pub_181939	dblp:hasAuthor	author_392352	0.1695
pub_311481	dblp:hasAuthor	author_480665	0.1664
pub_472968	dblp:publishedIn	venue_1257	0.3516
pub_53467	dblp:hasAuthor	author_203479	0.1710
pub_166624	dblp:hasAuthor	author_398006	0.1599
author_638496	dblp:wrote	pub_293254	0.1856
pub_461919	dblp:inYear	year_20	0.4180
author_209792	dblp:wrote	pub_138729	0.2029
pub_88700	dblp:inYear	year_54	0.4292
pub_281732	dblp:hasAuthor	author_76887	0.1913
pub_197650	dblp:publishedIn	venue_2040	0.2977
pub_135099	dblp:hasAuthor	author_305726	0.1487
pub_256254	dblp:publishedIn	venue_923	0.2772
pub_244224	dblp:hasAuthor	author_528256	0.1563
pub_404666	dblp:hasAuthor	author_211099	0.1424
author_256419	dblp:wrote	pub_144484	0.1652
author_466072	dblp:wrote	pub_53894	0.1561
pub_212475	dblp:inYear	year_29	0.4849
pub_20602	dblp:publishedIn	venue_126	0.2996
pub_463820	dblp:inYear	year_45	0.4617
author_569065	dblp:wrote	pub_488857	0.1825
pub_225919	dblp:publishedIn	venue_2068	0.2794
pub_266283	dblp:publishedIn	venue_780	0.2735
author_382690	dblp:wrote	pub_74020	0.2464
pub_237099	dblp:inYear	year_4	0.4033
pub_20539	dblp:inYear	year_22	0.4102
pub_121687	dblp:hasAuthor	author_460322	0.2116
author_500872	dblp:wrote	pub_227413	0.2220
pub_415555	dblp:inYear	year_15	0.4061
pub_459314	dblp:publishedIn	venue_980	0.2864
pub_83871	dblp:hasAuthor	author_385791	0.1764
author_869	dblp:wrote	pub_463331	0.1502
pub_478203	dblp:inYear	year_21	0.4743
pub_176859	dblp:publishedIn	venue_439	0.3451
pub_331788	dblp:hasAuthor	author_208385	0.1820
pub_2944	dblp:publishedIn	venue_2346	0.3056
author_132583	dblp:wrote	pub_206201	0.1626
author_172672	dblp:wrote	pub_21164	0.1812
author_59397	dblp:wrote	pub_65281	0.1997
pub_397868	dblp:hasAuthor	author_536078	0.1899
pub_256543	dblp:publishedIn	venue_720	0.2762
pub_382807	dblp:hasAuthor	author_366815	0.1430
pub_52227	dblp:inYear	year_11	0.3803
pub_403609	dblp:inYear	year_53	0.4582
author_443574	dblp:wrote	pub_18448	0.2133
author_591258	dblp:wrote	pub_470635	0.1915
pub_296613	dblp:publishedIn	venue_1352	0.2283
pub_273712	dblp:hasAuthor	author_313232	0.1762
pub_201391	dblp:hasAuthor	author_122018	0.1625
author_430523	dblp:wrote	pub_153406	0.2335
pub_205839	dblp:inYear	year_0	0.4337
pub_287667	dblp:publishedIn	venue_2588	0.3151
pub_140429	dblp:publishedIn	venue_774	0.3360
pub_342118	dblp:hasAuthor	author_180625	0.1807
author_586701	dblp:wrote	pub_296555	0.1592
pub_433852	dblp:inYear	year_16	0.4209
pub_90035	dblp:publishedIn	venue_2190	0.2972
pub_62309	dblp:inYear	year_19	0.5683
pub_267965	dblp:hasAuthor	author_210373	0.1794
pub_195811	dblp:inYear	year_36	0.3501
pub_119169	dblp:hasAuthor	author_175435	0.1969
pub_470604	dblp:inYear	year_45	0.3902
pub_15119	dblp:publishedIn	venue_2246	0.3623
pub_151458	dblp:publishedIn	venue_1477	0.3748
pub_397747	dblp:publishedIn	venue_1604	0.2777
author_542776	dblp:wrote	pub_444352	0.1717
author_350599	dblp:wrote	pub_136572	0.2031
pub_436032	dblp:hasAuthor	author_606093	0.1642
pub_152042	dblp:hasAuthor	author_92684	0.1834
pub_145374	dblp:inYear	year_13	0.4106
pub_239372	dblp:hasAuthor	author_33349	0.1647
pub_102331	dblp:publishedIn	venue_482	0.2928
pub_329516	dblp:publishedIn	venue_2169	0.3609
pub_470791	dblp:hasAuthor	author_535597	0.1336
pub_482516	dblp:publishedIn	venue_773	0.3151
pub_348368	dblp:inYear	year_18	0.4074
author_81137	dblp:wrote	pub_376894	0.1349
pub_177290	dblp:publishedIn	venue_1133	0.2470
author_463379	dblp:wrote	pub_350573	0.2083
pub_263258	dblp:inYear	year_10	0.4070
pub_101829	dblp:publishedIn	venue_320	0.3236
pub_389989	dblp:publishedIn	venue_1642	0.2934
pub_211590	dblp:inYear	year_20	0.4823
author_413282	dblp:wrote	pub_107124	0.1698
author_48689	dblp:wrote	pub_201934	0.2354
author_640102	dblp:wrote	pub_485022	0.2467
author_279961	dblp:wrote	pub_106068	0.1543
pub_15760	dblp:hasAuthor	author_627580	0.1424
pub_125901	dblp:inYear	year_23	0.3958
author_522526	dblp:wrote	pub_376959	0.1898
pub_292054	dblp:hasAuthor	author_5321	0.1816
pub_121626	dblp:publishedIn	venue_1446	0.2590
pub_186287	dblp:hasAuthor	author_147750	0.1507
author_214582	dblp:wrote	pub_72685	0.1587
pub_483100	dblp:hasAuthor	author_177025	0.1603
pub_35472	dblp:publishedIn	venue_2482	0.3202
pub_335158	dblp:inYear	year_2	0.4405
author_117590	dblp:wrote	pub_121801	0.1607
pub_161354	dblp:hasAuthor	author_338992	0.1517
pub_17427	dblp:hasAuthor	author_106262	0.1338
pub_95363	dblp:hasAuthor	author_111745	0.1471
pub_112519	dblp:inYear	year_27	0.4496
pub_240183	dblp:publishedIn	venue_1770	0.3225
pub_139619	dblp:publishedIn	venue_1465	0.2892
pub_461456	dblp:inYear	year_14	0.3718
pub_359136	dblp:hasAuthor	author_201458	0.1747
pub_47076	dblp:hasAuthor	author_591151	0.2366
pub_456811	dblp:inYear	year_19	0.4390
pub_228607	dblp:publishedIn	venue_774	0.3257
pub_327881	dblp:inYear	year_45	0.3210
pub_335084	dblp:hasAuthor	author_311559	0.1687
pub_275465	dblp:hasAuthor	author_204511	0.2001
pub_308510	dblp:publishedIn	venue_3034	0.3540
pub_314260	dblp:inYear	year_28	0.3861
pub_154098	dblp:publishedIn	venue_1285	0.2574
pub_262645	dblp:inYear	year_11	0.4154
pub_95058	dblp:publishedIn	venue_1079	0.2812
pub_52720	dblp:publishedIn	venue_1204	0.3552
pub_90025	dblp:hasAuthor	author_510557	0.1632
pub_120553	dblp:hasAuthor	author_160026	0.1339
author_309153	dblp:wrote	pub_357240	0.1715
pub_470377	dblp:hasAuthor	author_418559	0.1984
pub_334336	dblp:inYear	year_26	0.4048
pub_64951	dblp:publishedIn	venue_688	0.2571
pub_33532	dblp:inYear	year_1	0.4464
pub_173624	dblp:inYear	year_26	0.4043
pub_403370	dblp:publishedIn	venue_2693	0.2709
pub_171629	dblp:hasAuthor	author_111244	0.1522
pub_192740	dblp:inYear	year_38	0.4195
pub_208019	dblp:hasAuthor	author_545189	0.2432
author_41354	dblp:wrote	pub_11040	0.1952
pub_33961	dblp:publishedIn	venue_258	0.2977
author_283450	dblp:wrote	pub_485226	0.1608
pub_177171	dblp:hasAuthor	author_309836	0.1837
author_171091	dblp:wrote	pub_281716	0.1774
author_543724	dblp:wrote	pub_34380	0.1875
pub_367050	dblp:hasAuthor	author_263762	0.1921
author_31351	dblp:wrote	pub_163485	0.1930
pub_23990	dblp:hasAuthor	author_477130	0.2733
pub_469787	dblp:hasAuthor	author_13413	0.1443
author_8424	dblp:wrote	pub_244164	0.2162
pub_281775	dblp:publishedIn	venue_2692	0.3286
pub_330639	dblp:publishedIn	venue_30	0.3551
pub_356851	dblp:inYear	year_32	0.4541
author_427735	dblp:wrote	pub_220834	0.1931
pub_145168	dblp:inYear	year_18	0.3841
pub_178121	dblp:hasAuthor	author_619774	0.1411
pub_267851	dblp:publishedIn	venue_1230	0.2873
author_276827	dblp:wrote	pub_141083	0.1826
pub_270646	dblp:hasAuthor	author_570854	0.1433
pub_309850	dblp:hasAuthor	author_24298	0.1463
author_11323	dblp:wrote	pub_175173	0.1855
author_493340	dblp:wrote	pub_356242	0.1539
pub_349603	dblp:publishedIn	venue_2276	0.3746
pub_41295	dblp:inYear	year_31	0.4079
pub_434423	dblp:hasAuthor	author_498594	0.1140
pub_476226	dblp:inYear	year_47	0.3992
pub_350134	dblp:publishedIn	venue_2447	0.2380
pub_189522	dblp:inYear	year_42	0.3748
author_374192	dblp:wrote	pub_462786	0.1752
pub_73188	dblp:publishedIn	venue_362	0.3142
pub_260550	dblp:publishedIn	venue_2853	0.3104
pub_16887	dblp:hasAuthor	author_319223	0.1700
pub_387478	dblp:hasAuthor	author_226207	0.1531
pub_254251	dblp:inYear	year_38	0.3932
pub_430691	dblp:hasAuthor	author_488757	0.1793
pub_294545	dblp:publishedIn	venue_1194	0.3405
pub_419568	dblp:publishedIn	venue_610	0.3266
pub_471266	dblp:inYear	year_22	0.3996
pub_257803	dblp:publishedIn	venue_2878	0.2961
pub_38374	dblp:inYear	year_7	0.4541
pub_442757	dblp:hasAuthor	author_563952	0.1795
author_413009	dblp:wrote	pub_346400	0.1854
pub_416412	dblp:publishedIn	venue_1096	0.3430
author_212589	dblp:wrote	pub_9095	0.1860
pub_333490	dblp:hasAuthor	author_208578	0.1449
pub_228959	dblp:publishedIn	venue_432	0.3525
pub_488444	dblp:inYear	year_19	0.3681
pub_115913	dblp:publishedIn	venue_546	0.3469
pub_281160	dblp:hasAuthor	author_89532	0.1131
author_283215	dblp:wrote	pub_224757	0.1818
pub_481157	dblp:hasAuthor	author_161610	0.1695
pub_436710	dblp:inYear	year_2	0.4799
pub_79471	dblp:publishedIn	venue_1274	0.3100
pub_299563	dblp:publishedIn	venue_585	0.2988
pub_274500	dblp:hasAuthor	author_550698	0.1944
pub_262238	dblp:inYear	year_27	0.3761
pub_133028	dblp:publishedIn	venue_581	0.2927
pub_220587	dblp:hasAuthor	author_261566	0.1450
pub_435944	dblp:inYear	year_49	0.4544
author_610695	dblp:wrote	pub_16481	0.1308
pub_436285	dblp:publishedIn	venue_1837	0.3528
pub_38819	dblp:hasAuthor	author_390511	0.1439
pub_373342	dblp:hasAuthor	author_52905	0.1633
pub_13682	dblp:publishedIn	venue_349	0.2922
pub_43751	dblp:inYear	year_27	0.3899
pub_150353	dblp:hasAuthor	author_214935	0.1570
author_599226	dblp:wrote	pub_301784	0.1461
author_143381	dblp:wrote	pub_338822	0.1767
pub_427265	dblp:publishedIn	venue_1680	0.3379
pub_85758	dblp:inYear	year_13	0.4009
pub_367195	dblp:inYear	year_22	0.3749
pub_93670	dblp:publishedIn	venue_1668	0.2784
pub_307195	dblp:publishedIn	venue_1889	0.3068
pub_349324	dblp:hasAuthor	author_502046	0.1978
author_490637	dblp:wrote	pub_115167	0.1638
pub_199873	dblp:inYear	year_0	0.4408
author_34617	dblp:wrote	pub_349501	0.1811
pub_320396	dblp:inYear	year_41	0.4274
pub_198155	dblp:hasAuthor	author_261121	0.1732
author_187738	dblp:wrote	pub_175151	0.1560
pub_343681	dblp:hasAuthor	author_313443	0.1874
author_92243	dblp:wrote	pub_26939	0.1588
pub_237006	dblp:hasAuthor	author_442784	0.1283
author_234458	dblp:wrote	pub_316295	0.1891
pub_470476	dblp:publishedIn	venue_636	0.2851
pub_406082	dblp:hasAuthor	author_40545	0.1387
author_410361	dblp:wrote	pub_3353	0.1724
author_50545	dblp:wrote	pub_197716	0.1798
author_299123	dblp:wrote	pub_74980	0.2063
pub_122356	dblp:inYear	year_55	0.3820
pub_119402	dblp:publishedIn	venue_750	0.3873
author_529768	dblp:wrote	pub_26274	0.1828
pub_488666	dblp:publishedIn	venue_1623	0.3356
author_52738	dblp:wrote	pub_193786	0.1928
pub_253876	dblp:publishedIn	venue_2937	0.3572
