HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
pub_486457	dblp:inYear	year_56	0.0641
author_152807	dblp:wrote	pub_108103	0.0426
pub_60306	dblp:publishedIn	venue_520	0.0555
pub_179405	dblp:publishedIn	venue_91	0.0672
pub_209612	dblp:hasAuthor	author_219286	0.0397
pub_293816	dblp:hasAuthor	author_29007	0.0388
pub_334408	dblp:hasAuthor	author_137480	0.0525
pub_65587	dblp:publishedIn	venue_20	0.0514
pub_17194	dblp:inYear	year_19	0.0567
author_198754	dblp:wrote	pub_414406	0.0398
pub_399985	dblp:inYear	year_0	0.0595
pub_271778	dblp:publishedIn	venue_2528	0.0566
pub_387879	dblp:inYear	year_6	0.0857
pub_114118	dblp:publishedIn	venue_3015	0.0567
pub_40418	dblp:hasAuthor	author_112205	0.0431
author_558630	dblp:wrote	pub_468673	0.0515
author_605677	dblp:wrote	pub_366767	0.0401
pub_216253	dblp:hasAuthor	author_427878	0.0413
pub_231312	dblp:inYear	year_9	0.0658
pub_244828	dblp:publishedIn	venue_1037	0.0580
pub_364395	dblp:inYear	year_5	0.0683
pub_330370	dblp:publishedIn	venue_80	0.0513
pub_357890	dblp:inYear	year_43	0.0588
pub_289545	dblp:inYear	year_0	0.0787
pub_349857	dblp:publishedIn	venue_1019	0.0884
pub_482724	dblp:publishedIn	venue_2502	0.0507
pub_72004	dblp:inYear	year_6	0.0847
pub_75441	dblp:inYear	year_5	0.0588
pub_145731	dblp:publishedIn	venue_1032	0.0528
author_393975	dblp:wrote	pub_440433	0.0554
author_588918	dblp:wrote	pub_242849	0.0416
pub_385134	dblp:hasAuthor	author_69776	0.0364
pub_138918	dblp:publishedIn	venue_2709	0.0539
author_238191	dblp:wrote	pub_91424	0.0511
pub_231455	dblp:publishedIn	venue_2047	0.0745
pub_166527	dblp:inYear	year_27	0.0761
pub_61336	dblp:hasAuthor	author_609992	0.0397
pub_477649	dblp:inYear	year_31	0.0717
pub_163066	dblp:publishedIn	venue_1905	0.0657
pub_122015	dblp:publishedIn	venue_1863	0.0522
pub_38041	dblp:publishedIn	venue_766	0.0725
pub_48405	dblp:inYear	year_23	0.0804
pub_33941	dblp:inYear	year_18	0.0606
pub_465527	dblp:publishedIn	venue_1383	0.0696
pub_222354	dblp:publishedIn	venue_961	0.0526
pub_80626	dblp:inYear	year_14	0.0484
pub_226892	dblp:publishedIn	venue_1898	0.0653
pub_436309	dblp:publishedIn	venue_2266	0.0621
pub_42621	dblp:publishedIn	venue_1647	0.0825
pub_17066	dblp:inYear	year_6	0.0768
author_85811	dblp:wrote	pub_342889	0.0671
pub_24930	dblp:hasAuthor	author_165842	0.0545
author_292533	dblp:wrote	pub_158053	0.0453
pub_195915	dblp:hasAuthor	author_91543	0.0474
pub_33994	dblp:inYear	year_28	0.1066
pub_364397	dblp:inYear	year_36	0.0882
pub_347331	dblp:publishedIn	venue_1437	0.0600
pub_200408	dblp:hasAuthor	author_559328	0.0394
pub_391421	dblp:publishedIn	venue_815	0.0541
pub_303963	dblp:publishedIn	venue_1466	0.0925
pub_441781	dblp:hasAuthor	author_4097	0.0356
pub_427659	dblp:inYear	year_13	0.0708
pub_224521	dblp:publishedIn	venue_520	0.0653
pub_2792	dblp:inYear	year_1	0.0593
pub_128561	dblp:publishedIn	venue_1940	0.0779
author_230622	dblp:wrote	pub_487633	0.0435
pub_17121	dblp:hasAuthor	author_404874	0.0386
author_635461	dblp:wrote	pub_356130	0.0383
pub_144093	dblp:hasAuthor	author_250486	0.0402
pub_404804	dblp:inYear	year_33	0.0615
author_298353	dblp:wrote	pub_107628	0.0462
pub_13041	dblp:hasAuthor	author_158288	0.0418
pub_250925	dblp:inYear	year_53	0.0554
author_619775	dblp:wrote	pub_78042	0.0366
author_107877	dblp:wrote	pub_87290	0.0357
author_182350	dblp:wrote	pub_69465	0.0467
pub_202060	dblp:hasAuthor	author_37584	0.0387
pub_307518	dblp:inYear	year_32	0.0663
pub_63251	dblp:hasAuthor	author_207246	0.0359
pub_38507	dblp:publishedIn	venue_1701	0.0546
pub_177074	dblp:hasAuthor	author_61344	0.0410
pub_426488	dblp:inYear	year_46	0.0863
pub_298247	dblp:hasAuthor	author_132099	0.0378
pub_74142	dblp:publishedIn	venue_57	0.0608
pub_68908	dblp:inYear	year_62	0.0706
pub_147413	dblp:hasAuthor	author_90055	0.0396
author_449948	dblp:wrote	pub_369808	0.0413
author_568699	dblp:wrote	pub_156907	0.0397
pub_445377	dblp:publishedIn	venue_3041	0.0571
pub_274700	dblp:inYear	year_24	0.0770
pub_485141	dblp:inYear	year_23	0.0759
pub_340658	dblp:inYear	year_54	0.0853
pub_410046	dblp:hasAuthor	author_481610	0.0421
author_557591	dblp:wrote	pub_13474	0.0383
pub_364099	dblp:publishedIn	venue_1268	0.0840
pub_418029	dblp:hasAuthor	author_282827	0.0514
author_133845	dblp:wrote	pub_340169	0.0442
author_316347	dblp:wrote	pub_220035	0.0517
pub_78098	dblp:publishedIn	venue_2571	0.0703
author_557093	dblp:wrote	pub_252610	0.0416
author_318919	dblp:wrote	pub_459505	0.0425
author_407878	dblp:wrote	pub_49364	0.0414
pub_242965	dblp:hasAuthor	author_456109	0.0412
pub_105722	dblp:publishedIn	venue_1542	0.1042
pub_116412	dblp:inYear	year_21	0.0680
pub_364774	dblp:inYear	year_8	0.0810
pub_463979	dblp:hasAuthor	author_159796	0.0394
pub_428222	dblp:hasAuthor	author_370436	0.0553
pub_299762	dblp:inYear	year_43	0.0987
pub_113765	dblp:hasAuthor	author_310536	0.0523
author_69948	dblp:wrote	pub_470196	0.0430
pub_429303	dblp:publishedIn	venue_2993	0.0519
pub_186563	dblp:hasAuthor	author_352530	0.0417
pub_132915	dblp:hasAuthor	author_69625	0.0430
pub_189063	dblp:publishedIn	venue_162	0.0808
author_18434	dblp:wrote	pub_100391	0.0413
pub_386765	dblp:hasAuthor	author_305499	0.0450
pub_270633	dblp:hasAuthor	author_260580	0.0361
pub_486246	dblp:hasAuthor	author_130001	0.0522
pub_441324	dblp:hasAuthor	author_612563	0.0420
pub_17892	dblp:hasAuthor	author_231552	0.0431
author_122834	dblp:wrote	pub_271865	0.0450
pub_239173	dblp:hasAuthor	author_51735	0.0380
author_254939	dblp:wrote	pub_472927	0.0571
pub_92083	dblp:hasAuthor	author_411506	0.0400
pub_274502	dblp:inYear	year_33	0.0590
author_454670	dblp:wrote	pub_407336	0.0463
pub_382879	dblp:hasAuthor	author_52957	0.0373
pub_141702	dblp:hasAuthor	author_594966	0.0516
pub_125588	dblp:hasAuthor	author_266601	0.0400
pub_32814	dblp:inYear	year_22	0.0662
pub_320388	dblp:inYear	year_28	0.0624
pub_312869	dblp:publishedIn	venue_1926	0.0706
pub_124995	dblp:hasAuthor	author_585273	0.0397
pub_381354	dblp:publishedIn	venue_2266	0.0694
pub_115035	dblp:publishedIn	venue_1259	0.0629
pub_422533	dblp:inYear	year_56	0.0636
pub_188704	dblp:hasAuthor	author_63023	0.0416
pub_223735	dblp:hasAuthor	author_35892	0.0429
pub_90610	dblp:inYear	year_22	0.0667
author_231613	dblp:wrote	pub_129681	0.0437
pub_333937	dblp:inYear	year_12	0.0840
pub_381234	dblp:publishedIn	venue_1173	0.0626
pub_253349	dblp:inYear	year_17	0.0611
pub_257396	dblp:inYear	year_39	0.0972
author_634639	dblp:wrote	pub_313289	0.0409
pub_286974	dblp:inYear	year_18	0.0551
pub_215905	dblp:publishedIn	venue_2286	0.0970
author_251624	dblp:wrote	pub_62257	0.0369
pub_389871	dblp:publishedIn	venue_564	0.0731
pub_167205	dblp:hasAuthor	author_503294	0.0395
pub_13617	dblp:inYear	year_24	0.0685
pub_484603	dblp:hasAuthor	author_488150	0.0365
pub_306471	dblp:hasAuthor	author_60839	0.0380
pub_98250	dblp:inYear	year_46	0.0701
author_470933	dblp:wrote	pub_14099	0.0373
pub_271072	dblp:hasAuthor	author_68247	0.0484
author_423605	dblp:wrote	pub_372246	0.0430
pub_62947	dblp:publishedIn	venue_2590	0.0659
pub_333738	dblp:hasAuthor	author_585910	0.0413
pub_350251	dblp:hasAuthor	author_464778	0.0382
pub_163033	dblp:publishedIn	venue_1466	0.0620
author_380003	dblp:wrote	pub_424233	0.0485
pub_164226	dblp:hasAuthor	author_330776	0.0483
pub_99779	dblp:inYear	year_16	0.0677
pub_391021	dblp:hasAuthor	author_493426	0.0398
pub_122518	dblp:hasAuthor	author_520937	0.0441
pub_128680	dblp:hasAuthor	author_576100	0.0530
pub_12761	dblp:inYear	year_32	0.0760
pub_48588	dblp:inYear	year_11	0.0679
pub_52309	dblp:publishedIn	venue_621	0.0661
author_140246	dblp:wrote	pub_227250	0.0440
pub_227523	dblp:publishedIn	venue_1838	0.0497
pub_124677	dblp:inYear	year_21	0.0821
pub_269739	dblp:publishedIn	venue_45	0.0520
pub_21586	dblp:hasAuthor	author_105812	0.0491
pub_173732	dblp:hasAuthor	author_586766	0.0475
pub_51333	dblp:publishedIn	venue_2222	0.0468
author_639498	dblp:wrote	pub_77372	0.0468
pub_251373	dblp:hasAuthor	author_82337	0.0365
pub_430516	dblp:inYear	year_17	0.0744
author_249922	dblp:wrote	pub_263761	0.0435
author_276859	dblp:wrote	pub_47986	0.0446
author_565042	dblp:wrote	pub_424465	0.0492
author_623400	dblp:wrote	pub_459586	0.0400
author_117972	dblp:wrote	pub_83697	0.0419
pub_85070	dblp:publishedIn	venue_2286	0.1048
pub_376537	dblp:hasAuthor	author_184964	0.0504
pub_171358	dblp:inYear	year_6	0.0741
pub_314838	dblp:publishedIn	venue_608	0.0640
pub_131868	dblp:hasAuthor	author_14955	0.0388
author_57142	dblp:wrote	pub_352072	0.0495
author_95855	dblp:wrote	pub_73828	0.0380
pub_421886	dblp:hasAuthor	author_301587	0.0429
pub_110580	dblp:inYear	year_61	0.0828
pub_28983	dblp:hasAuthor	author_219643	0.0585
author_158794	dblp:wrote	pub_261040	0.0648
pub_121121	dblp:publishedIn	venue_780	0.0771
pub_238158	dblp:hasAuthor	author_246086	0.0354
pub_302801	dblp:publishedIn	venue_2128	0.0531
author_404092	dblp:wrote	pub_204396	0.0428
pub_83063	dblp:inYear	year_0	0.0698
pub_489232	dblp:publishedIn	venue_727	0.1078
pub_77356	dblp:inYear	year_27	0.0505
pub_297213	dblp:inYear	year_32	0.0731
pub_271880	dblp:hasAuthor	author_39954	0.0530
pub_103534	dblp:publishedIn	venue_2726	0.0496
author_586748	dblp:wrote	pub_267072	0.0621
pub_134663	dblp:hasAuthor	author_469894	0.0352
author_299174	dblp:wrote	pub_244039	0.0443
pub_472287	dblp:hasAuthor	author_545272	0.0382
author_36998	dblp:wrote	pub_313242	0.0528
pub_258280	dblp:inYear	year_5	0.1031
pub_348400	dblp:inYear	year_40	0.0819
author_416437	dblp:wrote	pub_67471	0.0406
pub_11586	dblp:hasAuthor	author_203061	0.0397
pub_488755	dblp:publishedIn	venue_79	0.0502
pub_258857	dblp:hasAuthor	author_102336	0.0504
pub_247368	dblp:hasAuthor	author_62575	0.0403
pub_299443	dblp:publishedIn	venue_1792	0.0662
pub_312112	dblp:inYear	year_40	0.0763
author_89581	dblp:wrote	pub_104634	0.0530
pub_308969	dblp:inYear	year_17	0.0653
pub_241851	dblp:hasAuthor	author_70942	0.0374
author_526330	dblp:wrote	pub_132376	0.0424
pub_400609	dblp:hasAuthor	author_562961	0.0437
pub_165854	dblp:hasAuthor	author_153991	0.0499
pub_467333	dblp:publishedIn	venue_1929	0.0771
pub_53826	dblp:hasAuthor	author_356188	0.0452
pub_301115	dblp:hasAuthor	author_29593	0.0393
pub_311919	dblp:hasAuthor	author_276206	0.0428
pub_486327	dblp:hasAuthor	author_518333	0.0471
pub_403497	dblp:inYear	year_3	0.0673
pub_465108	dblp:inYear	year_19	0.0693
pub_226348	dblp:hasAuthor	author_504128	0.0495
author_557705	dblp:wrote	pub_214301	0.0416
author_495922	dblp:wrote	pub_175685	0.0580
pub_248787	dblp:inYear	year_56	0.0693
pub_205743	dblp:publishedIn	venue_1355	0.0709
pub_85944	dblp:publishedIn	venue_1268	0.0804
pub_262120	dblp:inYear	year_15	0.0606
pub_483086	dblp:inYear	year_9	0.0652
pub_473572	dblp:publishedIn	venue_2827	0.0470
pub_443927	dblp:hasAuthor	author_51721	0.0393
pub_278317	dblp:inYear	year_33	0.0849
pub_289724	dblp:inYear	year_43	0.0919
pub_471762	dblp:publishedIn	venue_123	0.0661
pub_42987	dblp:publishedIn	venue_931	0.0580
pub_261851	dblp:hasAuthor	author_423873	0.0398
pub_466847	dblp:inYear	year_9	0.0715
pub_82091	dblp:hasAuthor	author_126216	0.0458
pub_378468	dblp:publishedIn	venue_2114	0.0630
author_214594	dblp:wrote	pub_53354	0.0566
pub_229965	dblp:hasAuthor	author_19585	0.0383
pub_340375	dblp:hasAuthor	author_71287	0.0499
author_450095	dblp:wrote	pub_113840	0.0409
pub_347275	dblp:hasAuthor	author_79734	0.0399
pub_301137	dblp:publishedIn	venue_1453	0.0962
author_401930	dblp:wrote	pub_463157	0.0528
pub_86784	dblp:publishedIn	venue_520	0.0955
author_320483	dblp:wrote	pub_128729	0.0405
author_220124	dblp:wrote	pub_383075	0.0474
pub_367996	dblp:publishedIn	venue_1333	0.0582
pub_74506	dblp:hasAuthor	author_514428	0.0489
pub_303312	dblp:hasAuthor	author_438797	0.0531
pub_436887	dblp:hasAuthor	author_639788	0.0409
pub_231058	dblp:inYear	year_43	0.0746
pub_323368	dblp:publishedIn	venue_942	0.0675
author_191380	dblp:wrote	pub_40076	0.0420
author_442471	dblp:wrote	pub_190059	0.0375
pub_287102	dblp:publishedIn	venue_835	0.0606
pub_158069	dblp:publishedIn	venue_2727	0.0571
pub_811	dblp:publishedIn	venue_212	0.0527
pub_394416	dblp:publishedIn	venue_554	0.0620
pub_96255	dblp:inYear	year_19	0.0689
pub_121138	dblp:publishedIn	venue_1878	0.0508
author_596659	dblp:wrote	pub_84560	0.0451
author_366311	dblp:wrote	pub_2165	0.0391
pub_273262	dblp:publishedIn	venue_2299	0.0530
pub_43333	dblp:inYear	year_24	0.0670
pub_13229	dblp:hasAuthor	author_9500	0.0428
author_38287	dblp:wrote	pub_62568	0.0394
author_361781	dblp:wrote	pub_138567	0.0344
pub_77937	dblp:publishedIn	venue_1437	0.0613
pub_381204	dblp:inYear	year_16	0.0881
pub_457492	dblp:hasAuthor	author_624182	0.0427
author_308692	dblp:wrote	pub_156786	0.0518
author_71115	dblp:wrote	pub_461393	0.0488
pub_1085	dblp:publishedIn	venue_2635	0.0741
pub_274175	dblp:publishedIn	venue_2183	0.0659
pub_411841	dblp:hasAuthor	author_99514	0.0418
pub_425363	dblp:hasAuthor	author_198467	0.0454
pub_144480	dblp:publishedIn	venue_2860	0.0505
pub_375812	dblp:hasAuthor	author_164699	0.0607
pub_64462	dblp:publishedIn	venue_2611	0.0672
pub_16083	dblp:hasAuthor	author_369355	0.0754
pub_269328	dblp:hasAuthor	author_329930	0.0404
pub_82227	dblp:inYear	year_20	0.0817
pub_156203	dblp:hasAuthor	author_574760	0.0369
pub_288482	dblp:inYear	year_53	0.0691
pub_151422	dblp:inYear	year_21	0.0572
pub_184174	dblp:hasAuthor	author_196988	0.0357
pub_135946	dblp:hasAuthor	author_280562	0.0373
pub_85112	dblp:inYear	year_19	0.0678
author_469928	dblp:wrote	pub_372624	0.0401
pub_424432	dblp:inYear	year_13	0.0737
pub_31293	dblp:publishedIn	venue_230	0.0538
author_244957	dblp:wrote	pub_229479	0.0460
pub_83537	dblp:inYear	year_3	0.0835
pub_309414	dblp:inYear	year_4	0.0792
author_578763	dblp:wrote	pub_384137	0.0523
pub_398754	dblp:inYear	year_13	0.0705
author_33924	dblp:wrote	pub_46993	0.0394
author_347075	dblp:wrote	pub_226603	0.0429
pub_208052	dblp:inYear	year_40	0.0728
pub_335631	dblp:inYear	year_11	0.0628
pub_259410	dblp:hasAuthor	author_218280	0.0399
pub_218314	dblp:hasAuthor	author_601901	0.0614
pub_298179	dblp:hasAuthor	author_613690	0.0431
pub_134079	dblp:publishedIn	venue_2611	0.1197
pub_280685	dblp:inYear	year_44	0.0650
pub_198992	dblp:publishedIn	venue_1940	0.0785
author_515421	dblp:wrote	pub_362935	0.0401
pub_393279	dblp:publishedIn	venue_2299	0.0624
pub_488037	dblp:publishedIn	venue_2010	0.0841
pub_259246	dblp:inYear	year_29	0.0818
author_534982	dblp:wrote	pub_351724	0.0498
pub_365222	dblp:publishedIn	venue_155	0.0815
pub_315601	dblp:inYear	year_16	0.0794
author_566262	dblp:wrote	pub_346981	0.0439
pub_356249	dblp:inYear	year_14	0.0792
pub_279694	dblp:publishedIn	venue_1595	0.0535
pub_418084	dblp:hasAuthor	author_190182	0.0434
pub_369835	dblp:hasAuthor	author_219286	0.0486
pub_479372	dblp:publishedIn	venue_963	0.0896
pub_338548	dblp:inYear	year_60	0.0702
pub_450361	dblp:publishedIn	venue_1039	0.0631
pub_43942	dblp:hasAuthor	author_514428	0.0407
pub_338273	dblp:hasAuthor	author_556208	0.0446
author_180731	dblp:wrote	pub_458473	0.0434
author_412980	dblp:wrote	pub_335044	0.0428
pub_464953	dblp:publishedIn	venue_2911	0.0625
pub_140002	dblp:hasAuthor	author_546993	0.0470
pub_68241	dblp:inYear	year_1	0.0496
author_86904	dblp:wrote	pub_233919	0.0399
pub_183816	dblp:inYear	year_54	0.0659
author_550724	dblp:wrote	pub_394647	0.0425
pub_171349	dblp:inYear	year_20	0.0558
pub_13053	dblp:hasAuthor	author_297441	0.0408
pub_227893	dblp:hasAuthor	author_249028	0.0441
author_12234	dblp:wrote	pub_286963	0.0456
author_341254	dblp:wrote	pub_449680	0.0387
pub_35816	dblp:publishedIn	venue_1358	0.0776
pub_347358	dblp:hasAuthor	author_224201	0.0388
pub_372804	dblp:inYear	year_2	0.0886
pub_38399	dblp:publishedIn	venue_704	0.1071
pub_472797	dblp:hasAuthor	author_287310	0.0446
pub_177643	dblp:inYear	year_23	0.0556
author_130263	dblp:wrote	pub_78060	0.0438
pub_281466	dblp:inYear	year_29	0.0628
pub_17001	dblp:publishedIn	venue_2894	0.0560
pub_246611	dblp:publishedIn	venue_835	0.0598
pub_414214	dblp:publishedIn	venue_2258	0.0735
pub_193077	dblp:publishedIn	venue_1245	0.0634
pub_3481	dblp:inYear	year_49	0.0777
author_271081	dblp:wrote	pub_123905	0.0366
author_517438	dblp:wrote	pub_347400	0.0385
pub_205315	dblp:inYear	year_41	0.0718
pub_100388	dblp:inYear	year_53	0.0939
pub_9586	dblp:inYear	year_21	0.0646
pub_36911	dblp:inYear	year_53	0.1103
author_582631	dblp:wrote	pub_198351	0.0497
pub_317769	dblp:publishedIn	venue_811	0.0664
pub_405797	dblp:inYear	year_59	0.0654
pub_288908	dblp:hasAuthor	author_365971	0.0509
author_389208	dblp:wrote	pub_230340	0.0593
pub_173200	dblp:hasAuthor	author_47475	0.0392
pub_396144	dblp:hasAuthor	author_9665	0.0372
pub_35401	dblp:publishedIn	venue_621	0.0597
pub_336799	dblp:hasAuthor	author_441277	0.0437
pub_157887	dblp:publishedIn	venue_891	0.0704
pub_324909	dblp:publishedIn	venue_1966	0.0542
author_103822	dblp:wrote	pub_339097	0.0370
author_128056	dblp:wrote	pub_112413	0.0509
pub_16214	dblp:hasAuthor	author_519088	0.0368
pub_199045	dblp:inYear	year_21	0.1037
pub_339264	dblp:inYear	year_13	0.0683
pub_262516	dblp:publishedIn	venue_1240	0.0532
pub_171095	dblp:inYear	year_16	0.0650
pub_428516	dblp:hasAuthor	author_125661	0.0391
pub_63271	dblp:hasAuthor	author_326301	0.0444
author_549686	dblp:wrote	pub_399704	0.0438
pub_291990	dblp:hasAuthor	author_194789	0.0467
pub_385350	dblp:inYear	year_24	0.0809
pub_375616	dblp:hasAuthor	author_28929	0.0388
author_66813	dblp:wrote	pub_164313	0.0382
author_49992	dblp:wrote	pub_118070	0.0655
pub_446702	dblp:hasAuthor	author_24496	0.0534
pub_308750	dblp:publishedIn	venue_2719	0.0647
pub_165949	dblp:inYear	year_42	0.0789
pub_67825	dblp:hasAuthor	author_243239	0.0374
pub_322552	dblp:publishedIn	venue_1230	0.0617
pub_155808	dblp:hasAuthor	author_380597	0.0480
pub_140939	dblp:inYear	year_24	0.0991
author_92115	dblp:wrote	pub_369549	0.0427
pub_409655	dblp:inYear	year_4	0.0639
author_52445	dblp:wrote	pub_209525	0.0568
pub_362970	dblp:hasAuthor	author_435101	0.0403
author_242953	dblp:wrote	pub_257133	0.0509
pub_118358	dblp:hasAuthor	author_6718	0.0371
pub_440972	dblp:inYear	year_37	0.0595
pub_468064	dblp:publishedIn	venue_1393	0.0496
pub_63835	dblp:publishedIn	venue_1257	0.0580
pub_8702	dblp:inYear	year_15	0.0885
pub_274558	dblp:inYear	year_50	0.0719
author_90408	dblp:wrote	pub_223549	0.0521
pub_305215	dblp:hasAuthor	author_312661	0.0414
pub_373229	dblp:hasAuthor	author_481378	0.0440
pub_14959	dblp:inYear	year_26	0.0737
pub_240595	dblp:publishedIn	venue_958	0.0583
pub_88228	dblp:hasAuthor	author_244467	0.0458
author_100942	dblp:wrote	pub_308093	0.0382
pub_49884	dblp:publishedIn	venue_1225	0.1149
pub_1281	dblp:publishedIn	venue_1865	0.0513
pub_97773	dblp:inYear	year_32	0.0648
pub_102441	dblp:inYear	year_11	0.0541
pub_240535	dblp:publishedIn	venue_2709	0.0548
pub_269173	dblp:inYear	year_5	0.0824
author_538351	dblp:wrote	pub_6294	0.0419
pub_273906	dblp:publishedIn	venue_2408	0.0630
pub_157978	dblp:publishedIn	venue_2021	0.0596
author_152389	dblp:wrote	pub_132661	0.0504
pub_400579	dblp:inYear	year_18	0.0660
pub_183867	dblp:hasAuthor	author_574558	0.0385
pub_51842	dblp:publishedIn	venue_1539	0.0612
pub_196424	dblp:hasAuthor	author_517164	0.0428
author_124362	dblp:wrote	pub_373599	0.0382
pub_431338	dblp:hasAuthor	author_417049	0.0398
pub_30167	dblp:hasAuthor	author_107002	0.0381
pub_382275	dblp:hasAuthor	author_93872	0.0524
author_99030	dblp:wrote	pub_204132	0.0476
pub_358599	dblp:publishedIn	venue_671	0.0636
author_606004	dblp:wrote	pub_148720	0.0374
pub_231787	dblp:inYear	year_0	0.0673
pub_382612	dblp:hasAuthor	author_300803	0.0432
pub_385562	dblp:inYear	year_53	0.0722
pub_377406	dblp:hasAuthor	author_318408	0.0412
author_237799	dblp:wrote	pub_126510	0.0477
pub_248066	dblp:inYear	year_28	0.0574
author_142133	dblp:wrote	pub_22113	0.0393
pub_31264	dblp:hasAuthor	author_188846	0.0476
pub_406602	dblp:inYear	year_36	0.1261
pub_293202	dblp:publishedIn	venue_120	0.0571
pub_184876	dblp:inYear	year_21	0.0971
pub_16171	dblp:publishedIn	venue_1268	0.0772
pub_76304	dblp:publishedIn	venue_43	0.0588
pub_390617	dblp:hasAuthor	author_229443	0.0403
author_234917	dblp:wrote	pub_430656	0.0414
pub_162784	dblp:publishedIn	venue_516	0.0485
pub_171780	dblp:publishedIn	venue_2530	0.0592
author_533058	dblp:wrote	pub_118058	0.0424
author_349817	dblp:wrote	pub_32740	0.0509
pub_245682	dblp:publishedIn	venue_1172	0.0586
pub_82370	dblp:hasAuthor	author_36365	0.0386
author_466969	dblp:wrote	pub_470405	0.0417
author_549586	dblp:wrote	pub_352413	0.0385
author_370301	dblp:wrote	pub_117468	0.0418
pub_438395	dblp:hasAuthor	author_201737	0.0433
pub_320501	dblp:hasAuthor	author_445934	0.0506
author_259701	dblp:wrote	pub_181852	0.0390
pub_366151	dblp:publishedIn	venue_178	0.0733
pub_364573	dblp:publishedIn	venue_1841	0.0650
author_249285	dblp:wrote	pub_402963	0.0446
pub_485777	dblp:hasAuthor	author_20825	0.0450
author_25351	dblp:wrote	pub_434301	0.0408
pub_318929	dblp:hasAuthor	author_98641	0.0710
pub_268483	dblp:inYear	year_36	0.0782
pub_432028	dblp:publishedIn	venue_2483	0.0531
author_60005	dblp:wrote	pub_144440	0.0430
pub_375122	dblp:publishedIn	venue_482	0.0758
author_61274	dblp:wrote	pub_341533	0.0375
pub_47585	dblp:publishedIn	venue_1801	0.0554
