HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
pub_110812	dblp:inYear	year_25	0.0888
pub_253548	dblp:hasAuthor	author_186089	0.0423
pub_301925	dblp:hasAuthor	author_321291	0.0441
pub_247533	dblp:inYear	year_5	0.0869
pub_296429	dblp:hasAuthor	author_292258	0.0575
pub_350644	dblp:inYear	year_46	0.0806
pub_58179	dblp:hasAuthor	author_292400	0.0543
pub_267987	dblp:hasAuthor	author_273179	0.0550
pub_385081	dblp:inYear	year_51	0.0887
author_216494	dblp:wrote	pub_291488	0.0694
author_340140	dblp:wrote	pub_293800	0.0770
pub_22823	dblp:publishedIn	venue_303	0.0750
pub_325281	dblp:publishedIn	venue_1307	0.0670
pub_311811	dblp:publishedIn	venue_1188	0.1078
pub_131086	dblp:hasAuthor	author_27352	0.0381
author_50529	dblp:wrote	pub_66671	0.0511
pub_131788	dblp:publishedIn	venue_2128	0.0517
pub_87454	dblp:publishedIn	venue_2317	0.1121
pub_31535	dblp:inYear	year_17	0.0726
pub_231278	dblp:inYear	year_12	0.0555
pub_155305	dblp:hasAuthor	author_254488	0.0540
pub_437032	dblp:inYear	year_14	0.0551
pub_444543	dblp:publishedIn	venue_2263	0.0806
pub_7533	dblp:inYear	year_55	0.1070
pub_316289	dblp:hasAuthor	author_569122	0.0531
author_84141	dblp:wrote	pub_403003	0.0755
author_458140	dblp:wrote	pub_323421	0.0515
author_548838	dblp:wrote	pub_13182	0.0850
pub_196000	dblp:inYear	year_62	0.0943
pub_464549	dblp:inYear	year_58	0.0671
pub_178067	dblp:inYear	year_60	0.0685
author_155629	dblp:wrote	pub_52768	0.0877
pub_448701	dblp:publishedIn	venue_2745	0.1078
pub_31037	dblp:inYear	year_10	0.1110
pub_179790	dblp:publishedIn	venue_898	0.0705
author_568837	dblp:wrote	pub_365727	0.0495
author_204710	dblp:wrote	pub_198560	0.0463
pub_323188	dblp:inYear	year_9	0.1039
author_145314	dblp:wrote	pub_158901	0.0439
author_584542	dblp:wrote	pub_287573	0.0384
pub_216100	dblp:inYear	year_15	0.0738
author_60735	dblp:wrote	pub_417770	0.0418
pub_139976	dblp:inYear	year_24	0.0916
pub_425181	dblp:publishedIn	venue_1935	0.0769
author_379484	dblp:wrote	pub_399317	0.0409
pub_207797	dblp:inYear	year_51	0.1169
author_99077	dblp:wrote	pub_289703	0.0427
author_113552	dblp:wrote	pub_313605	0.0460
author_227789	dblp:wrote	pub_176724	0.0422
author_155480	dblp:wrote	pub_5313	0.0552
pub_16653	dblp:inYear	year_31	0.0779
pub_240793	dblp:publishedIn	venue_2453	0.0562
pub_199616	dblp:hasAuthor	author_154796	0.0699
author_514895	dblp:wrote	pub_67211	0.0573
author_38884	dblp:wrote	pub_198035	0.0489
pub_44487	dblp:hasAuthor	author_548211	0.0597
pub_427973	dblp:publishedIn	venue_2754	0.0826
pub_19571	dblp:inYear	year_7	0.0722
pub_263625	dblp:hasAuthor	author_126440	0.0422
pub_99546	dblp:inYear	year_51	0.0728
author_214962	dblp:wrote	pub_220093	0.0636
pub_149401	dblp:inYear	year_6	0.0697
author_134041	dblp:wrote	pub_440122	0.0716
pub_414732	dblp:publishedIn	venue_407	0.1061
pub_223134	dblp:hasAuthor	author_146887	0.0491
pub_35895	dblp:publishedIn	venue_1584	0.1151
pub_431571	dblp:publishedIn	venue_2473	0.0745
pub_28869	dblp:inYear	year_24	0.0630
pub_413747	dblp:hasAuthor	author_486172	0.0608
pub_454012	dblp:publishedIn	venue_139	0.1389
author_315766	dblp:wrote	pub_291646	0.0373
pub_473189	dblp:hasAuthor	author_554070	0.0436
author_406608	dblp:wrote	pub_406029	0.0461
pub_235524	dblp:publishedIn	venue_1891	0.0510
pub_98748	dblp:publishedIn	venue_2864	0.0708
pub_341620	dblp:hasAuthor	author_324356	0.0509
author_499639	dblp:wrote	pub_37171	0.0398
pub_160865	dblp:inYear	year_23	0.0522
author_474502	dblp:wrote	pub_372627	0.0700
author_622733	dblp:wrote	pub_360641	0.0762
author_279761	dblp:wrote	pub_29374	0.0471
author_412127	dblp:wrote	pub_192704	0.0416
pub_343266	dblp:inYear	year_2	0.0644
author_535795	dblp:wrote	pub_347144	0.0477
pub_397999	dblp:hasAuthor	author_57532	0.0639
pub_233935	dblp:publishedIn	venue_493	0.0703
pub_65607	dblp:publishedIn	venue_1422	0.0632
pub_180962	dblp:publishedIn	venue_1305	0.1045
author_192915	dblp:wrote	pub_476894	0.0435
pub_77954	dblp:inYear	year_34	0.0794
pub_343818	dblp:hasAuthor	author_23454	0.0497
author_74157	dblp:wrote	pub_54686	0.0502
author_570352	dblp:wrote	pub_55176	0.0384
author_81116	dblp:wrote	pub_247131	0.0536
pub_101	dblp:hasAuthor	author_463107	0.0780
pub_308464	dblp:publishedIn	venue_658	0.0707
author_594718	dblp:wrote	pub_200327	0.0520
pub_398009	dblp:inYear	year_6	0.0723
author_158325	dblp:wrote	pub_31154	0.0757
pub_157964	dblp:inYear	year_12	0.0639
pub_383906	dblp:publishedIn	venue_231	0.0765
author_124451	dblp:wrote	pub_176724	0.0532
pub_322704	dblp:inYear	year_9	0.0796
pub_106404	dblp:hasAuthor	author_122947	0.0368
pub_153430	dblp:publishedIn	venue_1268	0.0734
pub_409283	dblp:hasAuthor	author_109167	0.0413
pub_324023	dblp:hasAuthor	author_581012	0.0401
author_136040	dblp:wrote	pub_264499	0.0727
pub_408719	dblp:inYear	year_8	0.0918
pub_442346	dblp:hasAuthor	author_46363	0.0416
author_562555	dblp:wrote	pub_100031	0.0593
author_323571	dblp:wrote	pub_200663	0.0534
pub_241236	dblp:hasAuthor	author_68247	0.0470
pub_378370	dblp:publishedIn	venue_2173	0.0824
pub_72899	dblp:publishedIn	venue_373	0.0681
pub_276235	dblp:hasAuthor	author_89100	0.0494
author_535012	dblp:wrote	pub_342776	0.0449
pub_335092	dblp:inYear	year_50	0.0881
pub_408197	dblp:publishedIn	venue_625	0.0940
pub_174821	dblp:inYear	year_28	0.0681
pub_317852	dblp:publishedIn	venue_1891	0.1071
pub_34840	dblp:inYear	year_41	0.0985
pub_120906	dblp:hasAuthor	author_290852	0.0619
pub_198897	dblp:hasAuthor	author_569581	0.0733
pub_413277	dblp:publishedIn	venue_771	0.0841
pub_437704	dblp:publishedIn	venue_59	0.1195
pub_104095	dblp:inYear	year_30	0.0585
pub_354570	dblp:inYear	year_21	0.0743
pub_274579	dblp:publishedIn	venue_1132	0.1073
author_440433	dblp:wrote	pub_152108	0.0485
pub_42236	dblp:hasAuthor	author_24596	0.0408
pub_340610	dblp:hasAuthor	author_68247	0.0432
author_60780	dblp:wrote	pub_371828	0.0407
pub_110686	dblp:hasAuthor	author_341604	0.0546
pub_344202	dblp:inYear	year_10	0.0734
pub_216366	dblp:inYear	year_27	0.0658
pub_334740	dblp:hasAuthor	author_177984	0.0553
pub_231512	dblp:hasAuthor	author_440198	0.0395
pub_205398	dblp:publishedIn	venue_64	0.1169
author_83458	dblp:wrote	pub_475892	0.0565
pub_261034	dblp:hasAuthor	author_331344	0.0594
author_40701	dblp:wrote	pub_308091	0.0515
pub_103339	dblp:publishedIn	venue_2622	0.0549
author_383745	dblp:wrote	pub_424920	0.0385
pub_67241	dblp:inYear	year_34	0.1141
pub_288226	dblp:inYear	year_32	0.0767
pub_47546	dblp:hasAuthor	author_284712	0.0404
author_600468	dblp:wrote	pub_276584	0.0604
author_578565	dblp:wrote	pub_377572	0.0463
author_421331	dblp:wrote	pub_156474	0.0384
pub_107589	dblp:publishedIn	venue_864	0.0953
pub_108895	dblp:inYear	year_36	0.0643
author_80879	dblp:wrote	pub_105261	0.0483
pub_74486	dblp:publishedIn	venue_1584	0.0936
pub_285804	dblp:inYear	year_10	0.0631
pub_298785	dblp:publishedIn	venue_129	0.0619
pub_123483	dblp:hasAuthor	author_373117	0.0423
pub_101560	dblp:inYear	year_7	0.0875
pub_175313	dblp:publishedIn	venue_2632	0.0742
pub_283463	dblp:publishedIn	venue_2392	0.0615
pub_372363	dblp:inYear	year_26	0.0812
pub_202480	dblp:inYear	year_14	0.0814
pub_151432	dblp:publishedIn	venue_727	0.1264
pub_244336	dblp:inYear	year_59	0.0668
author_547507	dblp:wrote	pub_94112	0.0942
pub_14648	dblp:inYear	year_9	0.0768
pub_394420	dblp:publishedIn	venue_688	0.0731
pub_419175	dblp:publishedIn	venue_1256	0.1095
pub_355351	dblp:inYear	year_17	0.0705
pub_292346	dblp:hasAuthor	author_434678	0.0569
pub_434736	dblp:publishedIn	venue_2529	0.0693
pub_196955	dblp:hasAuthor	author_315253	0.0519
pub_65810	dblp:inYear	year_59	0.0705
pub_333335	dblp:publishedIn	venue_2622	0.0454
pub_409612	dblp:publishedIn	venue_2946	0.1075
pub_301557	dblp:inYear	year_22	0.0874
author_42263	dblp:wrote	pub_171814	0.1752
author_198548	dblp:wrote	pub_479608	0.0521
pub_334135	dblp:publishedIn	venue_1323	0.0734
pub_143409	dblp:publishedIn	venue_714	0.0742
author_51204	dblp:wrote	pub_235682	0.0469
pub_32055	dblp:hasAuthor	author_633638	0.0443
pub_486536	dblp:inYear	year_18	0.0839
pub_206407	dblp:hasAuthor	author_35412	0.0436
pub_256689	dblp:inYear	year_60	0.0760
pub_223781	dblp:publishedIn	venue_1550	0.0731
pub_258171	dblp:inYear	year_33	0.0669
author_558639	dblp:wrote	pub_475018	0.0541
author_36833	dblp:wrote	pub_310092	0.0470
pub_305361	dblp:publishedIn	venue_1321	0.0692
pub_306679	dblp:inYear	year_8	0.0709
pub_307297	dblp:publishedIn	venue_2768	0.0531
pub_347937	dblp:inYear	year_31	0.0727
pub_254385	dblp:inYear	year_27	0.0836
pub_356082	dblp:hasAuthor	author_467415	0.0415
pub_428373	dblp:inYear	year_21	0.1081
author_167827	dblp:wrote	pub_16216	0.0508
pub_71423	dblp:publishedIn	venue_597	0.0608
pub_102497	dblp:publishedIn	venue_927	0.0630
pub_266107	dblp:hasAuthor	author_611633	0.0422
author_213921	dblp:wrote	pub_101119	0.0492
pub_268922	dblp:publishedIn	venue_2054	0.0635
author_131818	dblp:wrote	pub_225257	0.0432
pub_349726	dblp:hasAuthor	author_98641	0.0596
author_252501	dblp:wrote	pub_2626	0.0485
pub_88096	dblp:publishedIn	venue_1216	0.0641
pub_41537	dblp:hasAuthor	author_423702	0.0445
author_394350	dblp:wrote	pub_97953	0.0454
pub_368724	dblp:inYear	year_5	0.1012
pub_446700	dblp:inYear	year_6	0.0844
pub_77529	dblp:publishedIn	venue_1325	0.0661
pub_317805	dblp:publishedIn	venue_754	0.0687
author_46	dblp:wrote	pub_53657	0.0865
pub_392997	dblp:inYear	year_59	0.0633
pub_166003	dblp:inYear	year_16	0.0812
pub_391732	dblp:hasAuthor	author_505231	0.0550
pub_476490	dblp:publishedIn	venue_77	0.0676
pub_479245	dblp:inYear	year_10	0.0610
pub_447151	dblp:publishedIn	venue_1403	0.0684
author_103180	dblp:wrote	pub_263064	0.0633
pub_20219	dblp:inYear	year_9	0.0502
pub_135631	dblp:publishedIn	venue_847	0.0730
pub_336689	dblp:publishedIn	venue_2946	0.1281
author_186419	dblp:wrote	pub_358367	0.0457
author_508860	dblp:wrote	pub_458271	0.0589
author_428518	dblp:wrote	pub_253841	0.0397
pub_361756	dblp:inYear	year_22	0.0703
pub_239591	dblp:hasAuthor	author_341875	0.0446
author_586575	dblp:wrote	pub_372152	0.0403
pub_90663	dblp:publishedIn	venue_41	0.0951
pub_301884	dblp:hasAuthor	author_574718	0.0512
pub_268469	dblp:inYear	year_8	0.0657
author_3197	dblp:wrote	pub_31693	0.0960
pub_91886	dblp:publishedIn	venue_727	0.0898
pub_374664	dblp:inYear	year_15	0.0903
pub_247311	dblp:hasAuthor	author_504457	0.0633
pub_180402	dblp:hasAuthor	author_168367	0.0492
pub_470211	dblp:publishedIn	venue_1340	0.0716
pub_47742	dblp:hasAuthor	author_350538	0.0931
pub_402073	dblp:publishedIn	venue_1275	0.0606
author_256831	dblp:wrote	pub_357036	0.0405
pub_213109	dblp:inYear	year_26	0.1136
pub_364418	dblp:publishedIn	venue_2258	0.0823
pub_150532	dblp:publishedIn	venue_1860	0.0644
pub_490271	dblp:publishedIn	venue_2843	0.0634
author_536591	dblp:wrote	pub_388047	0.0549
author_86774	dblp:wrote	pub_451631	0.0408
pub_447098	dblp:hasAuthor	author_11074	0.0406
pub_378120	dblp:inYear	year_18	0.0607
pub_150764	dblp:publishedIn	venue_2796	0.0658
pub_301762	dblp:publishedIn	venue_2911	0.1059
pub_365632	dblp:inYear	year_29	0.0826
pub_152695	dblp:hasAuthor	author_622557	0.0724
pub_261588	dblp:inYear	year_27	0.0819
pub_150239	dblp:hasAuthor	author_12620	0.0459
pub_490644	dblp:hasAuthor	author_11378	0.0490
pub_106755	dblp:hasAuthor	author_34303	0.0384
pub_189500	dblp:inYear	year_60	0.1016
pub_104380	dblp:inYear	year_11	0.1076
author_236538	dblp:wrote	pub_468306	0.0737
pub_486661	dblp:hasAuthor	author_521259	0.0637
pub_64720	dblp:hasAuthor	author_629840	0.0530
pub_45657	dblp:publishedIn	venue_2638	0.0621
pub_95258	dblp:hasAuthor	author_383310	0.0400
author_233249	dblp:wrote	pub_187095	0.0396
pub_10057	dblp:hasAuthor	author_411933	0.0439
pub_243295	dblp:inYear	year_16	0.0658
pub_487214	dblp:publishedIn	venue_1104	0.0842
pub_418246	dblp:inYear	year_45	0.0692
pub_400656	dblp:inYear	year_28	0.0813
pub_131213	dblp:publishedIn	venue_2392	0.0596
pub_473858	dblp:hasAuthor	author_125713	0.0425
pub_478946	dblp:hasAuthor	author_295200	0.0596
pub_57030	dblp:publishedIn	venue_2191	0.0557
pub_326300	dblp:hasAuthor	author_463467	0.0653
pub_417049	dblp:inYear	year_12	0.0755
author_340197	dblp:wrote	pub_354655	0.0707
pub_480969	dblp:hasAuthor	author_591648	0.0623
pub_469096	dblp:inYear	year_21	0.0696
pub_287280	dblp:publishedIn	venue_185	0.0758
pub_460133	dblp:hasAuthor	author_119531	0.0380
pub_92609	dblp:inYear	year_15	0.0928
pub_75380	dblp:publishedIn	venue_2265	0.0613
pub_380905	dblp:inYear	year_62	0.0587
pub_350513	dblp:hasAuthor	author_2059	0.0442
pub_82802	dblp:hasAuthor	author_216055	0.0549
author_291711	dblp:wrote	pub_109452	0.0409
pub_303002	dblp:publishedIn	venue_2405	0.0608
author_635240	dblp:wrote	pub_366401	0.0423
pub_273453	dblp:publishedIn	venue_2301	0.0558
pub_64910	dblp:hasAuthor	author_603478	0.0467
author_179609	dblp:wrote	pub_453528	0.0562
author_94635	dblp:wrote	pub_445636	0.0432
pub_33391	dblp:publishedIn	venue_2328	0.0683
pub_328887	dblp:publishedIn	venue_759	0.0793
pub_127839	dblp:publishedIn	venue_1437	0.0470
pub_148693	dblp:hasAuthor	author_578875	0.0446
pub_87084	dblp:inYear	year_24	0.0819
pub_101399	dblp:publishedIn	venue_29	0.0899
pub_439846	dblp:publishedIn	venue_2098	0.0783
pub_72026	dblp:inYear	year_25	0.0667
pub_88709	dblp:inYear	year_2	0.0996
author_157672	dblp:wrote	pub_93772	0.0646
author_279614	dblp:wrote	pub_11405	0.0534
pub_77235	dblp:publishedIn	venue_2937	0.0676
pub_407761	dblp:inYear	year_8	0.0670
author_206325	dblp:wrote	pub_329778	0.0450
pub_333491	dblp:publishedIn	venue_2528	0.0617
pub_398255	dblp:inYear	year_11	0.0665
pub_467154	dblp:inYear	year_40	0.0824
pub_14956	dblp:hasAuthor	author_69627	0.0467
pub_257622	dblp:hasAuthor	author_492291	0.0396
pub_324811	dblp:publishedIn	venue_2609	0.0595
pub_160296	dblp:publishedIn	venue_1143	0.0525
pub_399015	dblp:inYear	year_36	0.0771
author_304997	dblp:wrote	pub_440122	0.0505
pub_330014	dblp:hasAuthor	author_70095	0.0516
pub_105445	dblp:hasAuthor	author_452207	0.0416
pub_378692	dblp:hasAuthor	author_131667	0.0443
author_118010	dblp:wrote	pub_471626	0.0558
pub_137603	dblp:inYear	year_15	0.0687
author_628722	dblp:wrote	pub_82198	0.0537
author_362481	dblp:wrote	pub_240164	0.0434
pub_254647	dblp:publishedIn	venue_2258	0.0812
pub_415009	dblp:inYear	year_33	0.1249
pub_77834	dblp:inYear	year_11	0.0689
author_346792	dblp:wrote	pub_342160	0.0438
pub_209226	dblp:hasAuthor	author_7867	0.0507
author_289799	dblp:wrote	pub_408895	0.0589
author_75171	dblp:wrote	pub_95848	0.1024
author_335610	dblp:wrote	pub_321709	0.0524
author_71434	dblp:wrote	pub_155181	0.0727
author_582057	dblp:wrote	pub_307514	0.0479
pub_50377	dblp:publishedIn	venue_1344	0.0578
pub_343192	dblp:publishedIn	venue_2594	0.1426
pub_268095	dblp:inYear	year_8	0.1945
author_565567	dblp:wrote	pub_438946	0.0451
pub_61526	dblp:hasAuthor	author_587548	0.0480
author_449519	dblp:wrote	pub_188099	0.0567
pub_21233	dblp:hasAuthor	author_49244	0.0449
pub_114657	dblp:hasAuthor	author_515091	0.0530
pub_349887	dblp:inYear	year_21	0.0785
pub_185296	dblp:publishedIn	venue_1572	0.0517
pub_229259	dblp:publishedIn	venue_1404	0.0667
pub_368329	dblp:inYear	year_59	0.0852
pub_454625	dblp:hasAuthor	author_298034	0.0514
pub_179833	dblp:inYear	year_14	0.0793
pub_148812	dblp:hasAuthor	author_381784	0.0688
pub_85962	dblp:hasAuthor	author_316274	0.0422
pub_9090	dblp:inYear	year_53	0.0761
pub_455136	dblp:inYear	year_45	0.0708
pub_371318	dblp:inYear	year_55	0.0689
author_540894	dblp:wrote	pub_227074	0.0511
pub_213308	dblp:hasAuthor	author_161157	0.0416
pub_228508	dblp:inYear	year_9	0.0594
author_367360	dblp:wrote	pub_407746	0.0546
pub_89023	dblp:publishedIn	venue_903	0.0745
pub_315263	dblp:hasAuthor	author_622252	0.0427
pub_226071	dblp:hasAuthor	author_61371	0.0529
author_309574	dblp:wrote	pub_138415	0.0564
author_479901	dblp:wrote	pub_50956	0.0465
pub_67963	dblp:inYear	year_44	0.0729
pub_202741	dblp:publishedIn	venue_1933	0.0807
author_95657	dblp:wrote	pub_247212	0.0582
pub_25276	dblp:hasAuthor	author_439317	0.0423
pub_314285	dblp:inYear	year_38	0.1010
pub_423582	dblp:hasAuthor	author_292884	0.0462
pub_335030	dblp:inYear	year_15	0.0758
pub_12859	dblp:publishedIn	venue_2949	0.0629
pub_389402	dblp:publishedIn	venue_1314	0.0568
pub_350973	dblp:publishedIn	venue_895	0.0701
author_278807	dblp:wrote	pub_456156	0.0652
pub_235525	dblp:publishedIn	venue_2864	0.0892
pub_476409	dblp:publishedIn	venue_1314	0.0683
pub_284097	dblp:hasAuthor	author_302140	0.0486
pub_164348	dblp:publishedIn	venue_2861	0.0644
pub_178520	dblp:publishedIn	venue_109	0.0726
pub_69421	dblp:hasAuthor	author_627037	0.0576
pub_247797	dblp:hasAuthor	author_69001	0.0497
pub_42694	dblp:hasAuthor	author_231164	0.0714
pub_163007	dblp:inYear	year_21	0.0986
pub_121819	dblp:hasAuthor	author_450353	0.0446
pub_246219	dblp:hasAuthor	author_241277	0.0518
author_545150	dblp:wrote	pub_474736	0.0521
pub_459644	dblp:inYear	year_9	0.0645
pub_349949	dblp:inYear	year_22	0.0741
pub_242379	dblp:hasAuthor	author_420314	0.0667
author_244249	dblp:wrote	pub_291111	0.0452
author_91399	dblp:wrote	pub_95285	0.0407
pub_389810	dblp:hasAuthor	author_246150	0.0421
pub_72059	dblp:publishedIn	venue_2615	0.0754
author_588743	dblp:wrote	pub_129435	0.0422
pub_119584	dblp:hasAuthor	author_334147	0.0393
pub_343591	dblp:inYear	year_42	0.0726
pub_35134	dblp:publishedIn	venue_1017	0.0735
pub_276125	dblp:inYear	year_3	0.0717
pub_466779	dblp:inYear	year_7	0.1055
pub_104109	dblp:publishedIn	venue_1466	0.0897
author_267385	dblp:wrote	pub_118149	0.0412
pub_93933	dblp:publishedIn	venue_2247	0.0615
author_284280	dblp:wrote	pub_300595	0.0410
pub_69160	dblp:publishedIn	venue_2294	0.0603
author_381035	dblp:wrote	pub_441649	0.0604
author_143530	dblp:wrote	pub_134570	0.0485
pub_221639	dblp:hasAuthor	author_539543	0.0517
pub_304151	dblp:hasAuthor	author_175227	0.0706
pub_2951	dblp:publishedIn	venue_1600	0.0622
pub_389866	dblp:inYear	year_40	0.0692
pub_296638	dblp:publishedIn	venue_2804	0.0602
pub_274623	dblp:publishedIn	venue_869	0.0580
author_498106	dblp:wrote	pub_320025	0.0452
pub_458605	dblp:hasAuthor	author_376700	0.0428
pub_274	dblp:publishedIn	venue_858	0.0970
pub_146798	dblp:hasAuthor	author_287199	0.0570
pub_14918	dblp:publishedIn	venue_2988	0.1053
pub_214364	dblp:publishedIn	venue_1074	0.0627
pub_417546	dblp:hasAuthor	author_35412	0.0746
pub_316949	dblp:publishedIn	venue_1078	0.0744
pub_244647	dblp:inYear	year_4	0.0514
pub_379437	dblp:publishedIn	venue_724	0.0682
pub_135115	dblp:publishedIn	venue_2081	0.0604
author_552560	dblp:wrote	pub_181908	0.0547
pub_237213	dblp:publishedIn	venue_735	0.0737
pub_389633	dblp:hasAuthor	author_115927	0.0521
pub_3286	dblp:hasAuthor	author_381412	0.0406
pub_136896	dblp:publishedIn	venue_1216	0.0740
pub_316687	dblp:inYear	year_35	0.0798
author_66406	dblp:wrote	pub_453268	0.0558
pub_151043	dblp:inYear	year_3	0.0757
pub_482941	dblp:hasAuthor	author_128629	0.0504
pub_2976	dblp:hasAuthor	author_175261	0.0617
pub_471981	dblp:inYear	year_13	0.0705
pub_473385	dblp:inYear	year_15	0.0774
pub_136101	dblp:hasAuthor	author_618624	0.0442
author_326997	dblp:wrote	pub_177007	0.0415
pub_172602	dblp:hasAuthor	author_274037	0.1021
pub_166374	dblp:hasAuthor	author_463919	0.0591
pub_307256	dblp:publishedIn	venue_556	0.0960
pub_236394	dblp:publishedIn	venue_924	0.0557
author_23492	dblp:wrote	pub_50475	0.0500
pub_359914	dblp:publishedIn	venue_950	0.0786
pub_235214	dblp:inYear	year_62	0.0646
pub_6867	dblp:inYear	year_0	0.0611
pub_33879	dblp:publishedIn	venue_1003	0.0610
author_401731	dblp:wrote	pub_114821	0.0524
pub_5254	dblp:inYear	year_0	0.1401
pub_125844	dblp:hasAuthor	author_14966	0.0404
pub_406490	dblp:inYear	year_3	0.0594
author_145360	dblp:wrote	pub_106232	0.0563
pub_208508	dblp:inYear	year_32	0.0774
pub_464758	dblp:publishedIn	venue_123	0.0925
pub_29527	dblp:inYear	year_36	0.0697
author_31050	dblp:wrote	pub_418866	0.0668
author_608490	dblp:wrote	pub_209945	0.0646
pub_68151	dblp:publishedIn	venue_3032	0.0550
pub_333870	dblp:inYear	year_42	0.0777
pub_311475	dblp:publishedIn	venue_1307	0.0567
author_374762	dblp:wrote	pub_158576	0.0565
author_314306	dblp:wrote	pub_423683	0.0724
author_539921	dblp:wrote	pub_269123	0.0384
pub_413506	dblp:publishedIn	venue_735	0.1332
pub_92108	dblp:hasAuthor	author_388090	0.0690
author_466790	dblp:wrote	pub_240412	0.0636
pub_134114	dblp:publishedIn	venue_1406	0.0781
pub_268327	dblp:inYear	year_9	0.0574
pub_63238	dblp:publishedIn	venue_64	0.0599
pub_266102	dblp:publishedIn	venue_643	0.0817
pub_414439	dblp:hasAuthor	author_485031	0.0462
pub_37116	dblp:inYear	year_29	0.0983
author_363924	dblp:wrote	pub_21922	0.0564
author_374088	dblp:wrote	pub_193089	0.0479
pub_39478	dblp:hasAuthor	author_26594	0.0387
pub_282144	dblp:hasAuthor	author_318657	0.0429
pub_197953	dblp:inYear	year_34	0.0946
pub_313542	dblp:hasAuthor	author_5708	0.0619
pub_487917	dblp:publishedIn	venue_1314	0.0467
pub_193924	dblp:hasAuthor	author_229959	0.0467
pub_360309	dblp:hasAuthor	author_423068	0.0780
author_454084	dblp:wrote	pub_298532	0.0732
pub_324210	dblp:hasAuthor	author_113828	0.0545
pub_448136	dblp:hasAuthor	author_244719	0.0503
author_307707	dblp:wrote	pub_117614	0.0451
pub_461202	dblp:publishedIn	venue_735	0.0668
pub_160409	dblp:publishedIn	venue_1181	0.0894
pub_484944	dblp:hasAuthor	author_3120	0.0462
author_26698	dblp:wrote	pub_268476	0.0528
pub_26949	dblp:publishedIn	venue_2427	0.0508
author_420831	dblp:wrote	pub_150726	0.0456
pub_401900	dblp:inYear	year_32	0.0694
pub_424993	dblp:inYear	year_26	0.0971
author_635527	dblp:wrote	pub_238910	0.0702
pub_281421	dblp:publishedIn	venue_1307	0.0681
author_233111	dblp:wrote	pub_338923	0.0461
author_274837	dblp:wrote	pub_75803	0.0488
pub_209723	dblp:publishedIn	venue_2624	0.0715
pub_70327	dblp:inYear	year_30	0.0984
pub_94160	dblp:inYear	year_28	0.0741
pub_41054	dblp:inYear	year_18	0.1088
author_467883	dblp:wrote	pub_192635	0.0444
pub_353550	dblp:inYear	year_39	0.0770
pub_404479	dblp:publishedIn	venue_864	0.0777
pub_75218	dblp:hasAuthor	author_548211	0.0671
pub_319167	dblp:inYear	year_6	0.0760
